step,vehicles,avg_speed,avg_waiting,queue_length,signal_phase
604,1,3.4245902080632,0.0,0,0
605,1,3.632608932939656,0.0,0,0
606,1,4.007422191634141,0.0,0,0
607,1,5.9587668519544605,0.0,0,0
608,1,7.411510077289605,0.0,0,0
609,1,9.795352638171353,0.0,0,0
610,1,11.457430969628804,0.0,0,0
611,1,13.320949682275131,0.0,0,0
612,1,15.126642545220992,0.0,0,0
613,1,13.227712194358261,0.0,0,0
614,1,9.382203067354657,0.0,0,0
615,1,5.489466112740146,0.0,0,0
616,1,3.657980736568019,0.0,0,0
617,1,4.458370021418117,0.0,0,0
618,1,4.258266383655749,0.0,0,0
619,1,6.708470359155357,0.0,0,0
620,1,8.661929703051605,0.0,0,0
621,1,11.053043201136783,0.0,0,0
622,1,13.46709670446758,0.0,0,0
623,1,14.787770896895408,0.0,0,0
624,1,15.298118331750473,0.0,0,0
625,1,14.598523994722953,0.0,0,0
626,1,12.383459934163955,0.0,0,0
627,1,8.145132651997383,0.0,0,0
628,1,4.382660093474025,0.0,0,0
629,1,3.291967166256189,0.0,0,0
630,1,3.390529615100503,0.0,0,0
631,1,3.2423875092007517,0.0,0,0
632,1,4.727779116243154,0.0,0,0
633,1,6.1452410799395585,0.0,0,0
634,1,8.452548318769812,0.0,0,0
635,1,10.83129556818775,0.0,0,0
636,1,12.15729952605351,0.0,0,0
637,1,13.655212467041826,0.0,0,0
638,1,16.035272997961407,0.0,0,0
639,1,18.02265925378914,0.0,0,0
640,0,0.0,0.0,0,0
